experiment,parameter_1,value_1,parameter_2,value_2,total_flow,major_share,mode,replications,mean_delay,p95_delay,throughput,end_queue,max_approach_delay,delay_gini,conflict_exposures_per_1000,ambiguity_events_per_1000,pedestrian_blocks_per_1000
ambiguity_hesitation,ambiguity_window,0.5,hesitation_mean,1.0,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,0.5,hesitation_mean,2.0,1500,0.5,AWSC,32,58.707,111.7061,1459.1562,33.0312,60.1413,0.0109,242.4019,179.5042,0.0
ambiguity_hesitation,ambiguity_window,0.5,hesitation_mean,2.0,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,0.5,hesitation_mean,3.0,1500,0.5,AWSC,32,149.5476,247.3737,1390.0312,102.1562,152.3549,0.0089,252.1883,181.2028,0.0
ambiguity_hesitation,ambiguity_window,0.5,hesitation_mean,3.0,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,1.0,hesitation_mean,0.0,1500,0.5,AWSC,32,12.7682,28.4479,1485.6875,6.5,13.1735,0.0122,225.3696,324.6986,0.0
ambiguity_hesitation,ambiguity_window,1.0,hesitation_mean,0.0,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,1.0,hesitation_mean,0.5,1500,0.5,AWSC,32,21.5086,49.4813,1480.8125,11.375,22.1472,0.0127,234.0616,329.0042,0.0
ambiguity_hesitation,ambiguity_window,1.0,hesitation_mean,0.5,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,1.0,hesitation_mean,1.0,1500,0.5,AWSC,32,48.7023,94.3975,1462.9062,29.2812,49.9186,0.012,242.2519,331.8629,0.0
ambiguity_hesitation,ambiguity_window,1.0,hesitation_mean,1.0,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,1.0,hesitation_mean,2.0,1500,0.5,AWSC,32,231.51,375.3082,1329.8125,162.375,235.8714,0.0086,252.8168,334.9189,0.0
ambiguity_hesitation,ambiguity_window,1.0,hesitation_mean,2.0,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,1.0,hesitation_mean,3.0,1500,0.5,AWSC,32,446.5637,727.809,1176.25,315.9375,455.7064,0.0087,252.6291,335.3631,0.0
ambiguity_hesitation,ambiguity_window,1.0,hesitation_mean,3.0,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,2.0,hesitation_mean,0.0,1500,0.5,AWSC,32,12.7682,28.4479,1485.6875,6.5,13.1735,0.0122,225.3696,558.9493,0.0
ambiguity_hesitation,ambiguity_window,2.0,hesitation_mean,0.0,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,2.0,hesitation_mean,0.5,1500,0.5,AWSC,32,38.1555,78.5315,1471.5,20.6875,39.1707,0.0122,239.8609,570.5998,0.0
ambiguity_hesitation,ambiguity_window,2.0,hesitation_mean,0.5,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,2.0,hesitation_mean,1.0,1500,0.5,AWSC,32,171.1087,280.5636,1374.7812,117.4062,174.4966,0.0089,247.7657,578.2228,0.0
ambiguity_hesitation,ambiguity_window,2.0,hesitation_mean,1.0,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,2.0,hesitation_mean,2.0,1500,0.5,AWSC,32,535.6465,875.8046,1112.9688,379.2188,546.9011,0.0088,251.2093,581.4399,0.0
ambiguity_hesitation,ambiguity_window,2.0,hesitation_mean,2.0,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,2.0,hesitation_mean,3.0,1500,0.5,AWSC,32,809.1066,1326.8224,917.0,575.1875,826.465,0.0089,253.8993,582.6614,0.0
ambiguity_hesitation,ambiguity_window,2.0,hesitation_mean,3.0,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,3.0,hesitation_mean,0.0,1500,0.5,AWSC,32,12.7682,28.4479,1485.6875,6.5,13.1735,0.0122,225.3696,726.8185,0.0
ambiguity_hesitation,ambiguity_window,3.0,hesitation_mean,0.0,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,3.0,hesitation_mean,0.5,1500,0.5,AWSC,32,60.8018,112.1049,1456.4375,35.75,62.2846,0.0115,243.489,749.1589,0.0
ambiguity_hesitation,ambiguity_window,3.0,hesitation_mean,0.5,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,3.0,hesitation_mean,1.0,1500,0.5,AWSC,32,289.5234,468.7526,1288.5,203.6875,295.0648,0.0085,246.5353,756.5196,0.0
ambiguity_hesitation,ambiguity_window,3.0,hesitation_mean,1.0,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,3.0,hesitation_mean,2.0,1500,0.5,AWSC,32,712.423,1164.4365,987.4062,504.7812,727.5888,0.0087,250.8836,758.7302,0.0
ambiguity_hesitation,ambiguity_window,3.0,hesitation_mean,2.0,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
ambiguity_hesitation,ambiguity_window,3.0,hesitation_mean,3.0,1500,0.5,AWSC,32,1000.8268,1657.0954,777.0,715.1875,1022.0653,0.0092,252.856,760.4801,0.0
ambiguity_hesitation,ambiguity_window,3.0,hesitation_mean,3.0,1500,0.5,Signal,32,15.5602,38.8535,1486.7188,0.0,16.4476,0.0242,0.0,0.0,0.0
right_turn_pedestrian,right_turn_share,0.0,pedestrian_rate,0,1500,0.5,AWSC,32,13.6425,31.8753,1505.8438,5.9688,14.1101,0.0139,222.0196,0.0,0.0
right_turn_pedestrian,right_turn_share,0.0,pedestrian_rate,0,1500,0.5,Signal,32,15.6544,38.8086,1506.4062,0.0,16.5703,0.0243,0.0,0.0,0.0
right_turn_pedestrian,right_turn_share,0.0,pedestrian_rate,50,1500,0.5,AWSC,32,21.4716,48.8005,1502.5625,9.25,22.2246,0.0135,235.6797,0.0,38.398
right_turn_pedestrian,right_turn_share,0.0,pedestrian_rate,50,1500,0.5,Signal,32,15.791,38.9281,1506.3125,0.0,16.7489,0.0251,0.0,0.0,10.0445
right_turn_pedestrian,right_turn_share,0.0,pedestrian_rate,100,1500,0.5,AWSC,32,43.7226,82.956,1490.375,21.4375,44.9939,0.0114,243.6059,0.0,73.6598
right_turn_pedestrian,right_turn_share,0.0,pedestrian_rate,100,1500,0.5,Signal,32,15.9069,39.0042,1506.3125,0.0,16.9053,0.0255,0.0,0.0,18.656
right_turn_pedestrian,right_turn_share,0.0,pedestrian_rate,200,1500,0.5,AWSC,32,147.3539,246.788,1407.1875,104.625,150.4232,0.0096,249.6562,0.0,131.871
right_turn_pedestrian,right_turn_share,0.0,pedestrian_rate,200,1500,0.5,Signal,32,16.1186,39.1596,1506.2812,0.0,17.1959,0.0268,0.0,0.0,33.8888
right_turn_pedestrian,right_turn_share,0.0,pedestrian_rate,400,1500,0.5,AWSC,32,377.828,628.7283,1236.4375,275.375,386.3793,0.0099,251.2139,0.0,220.196
right_turn_pedestrian,right_turn_share,0.0,pedestrian_rate,400,1500,0.5,Signal,32,16.4325,39.4014,1506.0312,0.0,17.595,0.0275,0.0,0.0,55.5979
right_turn_pedestrian,right_turn_share,0.1,pedestrian_rate,0,1500,0.5,AWSC,32,13.3518,30.9081,1486.4688,6.5625,13.8522,0.015,224.2032,0.0,0.0
right_turn_pedestrian,right_turn_share,0.1,pedestrian_rate,0,1500,0.5,Signal,32,15.5829,38.652,1487.6562,0.0,16.5854,0.0275,0.0,0.0,0.0
right_turn_pedestrian,right_turn_share,0.1,pedestrian_rate,50,1500,0.5,AWSC,32,25.8279,56.7466,1481.9062,11.125,26.8413,0.0156,236.7657,0.0,48.1795
right_turn_pedestrian,right_turn_share,0.1,pedestrian_rate,50,1500,0.5,Signal,32,15.8605,38.8562,1487.5625,0.0,16.912,0.0278,0.0,0.0,22.4527
right_turn_pedestrian,right_turn_share,0.1,pedestrian_rate,100,1500,0.5,AWSC,32,66.6963,116.0007,1459.5625,33.4688,68.1068,0.0109,245.4108,0.0,89.8744
right_turn_pedestrian,right_turn_share,0.1,pedestrian_rate,100,1500,0.5,Signal,32,16.1543,39.0858,1487.3438,0.0625,17.3045,0.0292,0.0,0.0,43.3596
right_turn_pedestrian,right_turn_share,0.1,pedestrian_rate,200,1500,0.5,AWSC,32,259.822,407.2234,1317.9375,175.0938,265.253,0.0093,249.8659,0.0,169.0778
right_turn_pedestrian,right_turn_share,0.1,pedestrian_rate,200,1500,0.5,Signal,32,16.6603,39.4692,1487.2188,0.0938,17.9852,0.0317,0.0,0.0,78.7446
right_turn_pedestrian,right_turn_share,0.1,pedestrian_rate,400,1500,0.5,AWSC,32,527.8905,848.4995,1127.0,366.0312,539.2548,0.0087,251.3138,0.0,277.1019
right_turn_pedestrian,right_turn_share,0.1,pedestrian_rate,400,1500,0.5,Signal,32,17.4387,40.0801,1486.6562,0.1562,18.942,0.0336,0.0,0.0,128.9914
right_turn_pedestrian,right_turn_share,0.2,pedestrian_rate,0,1500,0.5,AWSC,32,13.5541,30.2983,1491.3125,5.5,13.9533,0.0124,225.522,0.0,0.0
right_turn_pedestrian,right_turn_share,0.2,pedestrian_rate,0,1500,0.5,Signal,32,15.6288,38.9283,1492.3125,0.0,16.5495,0.0243,0.0,0.0,0.0
right_turn_pedestrian,right_turn_share,0.2,pedestrian_rate,50,1500,0.5,AWSC,32,32.775,70.553,1481.5625,15.25,33.7338,0.0113,236.5459,0.0,56.795
right_turn_pedestrian,right_turn_share,0.2,pedestrian_rate,50,1500,0.5,Signal,32,16.0624,39.215,1492.0312,0.0312,17.097,0.0267,0.0,0.0,34.8256
right_turn_pedestrian,right_turn_share,0.2,pedestrian_rate,100,1500,0.5,AWSC,32,115.5917,183.68,1426.2188,70.5938,117.9084,0.0086,247.142,0.0,110.3274
right_turn_pedestrian,right_turn_share,0.2,pedestrian_rate,100,1500,0.5,Signal,32,16.5051,39.4958,1491.8125,0.0312,17.6768,0.0288,0.0,0.0,66.243
right_turn_pedestrian,right_turn_share,0.2,pedestrian_rate,200,1500,0.5,AWSC,32,361.4299,573.8327,1248.9062,247.9062,369.1717,0.0086,248.0717,0.0,201.2791
right_turn_pedestrian,right_turn_share,0.2,pedestrian_rate,200,1500,0.5,Signal,32,17.4278,40.225,1491.4375,0.0938,18.7886,0.0324,0.0,0.0,120.3329
right_turn_pedestrian,right_turn_share,0.2,pedestrian_rate,400,1500,0.5,AWSC,32,651.0269,1045.7781,1042.8125,454.0,663.7169,0.0086,247.1426,0.0,327.8993
right_turn_pedestrian,right_turn_share,0.2,pedestrian_rate,400,1500,0.5,Signal,32,19.2961,43.4493,1490.4375,0.0938,21.0905,0.0402,0.0,0.0,198.9293
right_turn_pedestrian,right_turn_share,0.3,pedestrian_rate,0,1500,0.5,AWSC,32,14.5711,32.9701,1494.5625,6.6562,15.1741,0.0165,224.4664,0.0,0.0
right_turn_pedestrian,right_turn_share,0.3,pedestrian_rate,0,1500,0.5,Signal,32,15.6369,38.7825,1496.1875,0.0625,16.5982,0.0256,0.0,0.0,0.0
right_turn_pedestrian,right_turn_share,0.3,pedestrian_rate,50,1500,0.5,AWSC,32,53.5792,92.6368,1475.7188,25.5,55.0013,0.0125,240.7567,0.0,69.1861
right_turn_pedestrian,right_turn_share,0.3,pedestrian_rate,50,1500,0.5,Signal,32,16.2702,39.2143,1495.9062,0.125,17.4248,0.0277,0.0,0.0,49.0534
right_turn_pedestrian,right_turn_share,0.3,pedestrian_rate,100,1500,0.5,AWSC,32,203.9613,306.6794,1368.75,132.4688,207.6753,0.0081,244.9824,0.0,131.1188
right_turn_pedestrian,right_turn_share,0.3,pedestrian_rate,100,1500,0.5,Signal,32,16.9468,39.7265,1495.4688,0.125,18.3436,0.0316,0.0,0.0,92.1661
right_turn_pedestrian,right_turn_share,0.3,pedestrian_rate,200,1500,0.5,AWSC,32,474.1371,741.945,1176.125,325.0938,484.6859,0.0091,248.1686,0.0,233.1564
right_turn_pedestrian,right_turn_share,0.3,pedestrian_rate,200,1500,0.5,Signal,32,18.4207,41.4117,1494.5625,0.2812,20.2429,0.0385,0.0,0.0,167.7648
right_turn_pedestrian,right_turn_share,0.3,pedestrian_rate,400,1500,0.5,AWSC,32,777.6477,1254.5204,957.8438,543.375,797.3258,0.0105,248.5995,0.0,380.8845
right_turn_pedestrian,right_turn_share,0.3,pedestrian_rate,400,1500,0.5,Signal,32,21.6215,50.174,1493.4062,0.4688,24.908,0.0582,0.0,0.0,275.7413
right_turn_pedestrian,right_turn_share,0.4,pedestrian_rate,0,1500,0.5,AWSC,32,14.8868,34.886,1490.1875,6.0938,15.3239,0.0119,225.8278,0.0,0.0
right_turn_pedestrian,right_turn_share,0.4,pedestrian_rate,0,1500,0.5,Signal,32,15.688,38.8042,1490.9688,0.0,16.6651,0.0268,0.0,0.0,0.0
right_turn_pedestrian,right_turn_share,0.4,pedestrian_rate,50,1500,0.5,AWSC,32,66.161,115.886,1463.625,32.6562,67.7098,0.011,246.5774,0.0,77.4847
right_turn_pedestrian,right_turn_share,0.4,pedestrian_rate,50,1500,0.5,Signal,32,16.5087,39.4347,1490.625,0.0,17.6311,0.0285,0.0,0.0,61.8853
right_turn_pedestrian,right_turn_share,0.4,pedestrian_rate,100,1500,0.5,AWSC,32,261.9972,415.3578,1323.4375,172.8438,267.306,0.0085,247.2094,0.0,151.9455
right_turn_pedestrian,right_turn_share,0.4,pedestrian_rate,100,1500,0.5,Signal,32,17.4799,40.2528,1490.0312,0.0938,18.9509,0.0325,0.0,0.0,118.2595
right_turn_pedestrian,right_turn_share,0.4,pedestrian_rate,200,1500,0.5,AWSC,32,559.1986,899.0562,1112.875,383.4062,570.6746,0.0087,249.0662,0.0,270.1786
right_turn_pedestrian,right_turn_share,0.4,pedestrian_rate,200,1500,0.5,Signal,32,19.7817,44.646,1489.4062,0.25,22.2861,0.046,0.0,0.0,213.7656
right_turn_pedestrian,right_turn_share,0.4,pedestrian_rate,400,1500,0.5,AWSC,32,883.1983,1434.7863,878.7188,617.5625,901.8664,0.0097,248.0931,0.0,445.3774
right_turn_pedestrian,right_turn_share,0.4,pedestrian_rate,400,1500,0.5,Signal,32,25.0121,61.0782,1487.2188,0.8438,29.5451,0.0694,0.0,0.0,349.3871
efficiency_fairness,signal_priority,0.0,,,1600,0.8,AWSC,40,19.8814,46.4335,1594.35,6.675,20.9331,0.0191,212.6734,0.0,0.0
efficiency_fairness,signal_priority,0.0,,,1600,0.8,Signal,40,22.3829,52.3129,1593.725,1.025,26.6232,0.1669,0.0,0.0,0.0
efficiency_fairness,signal_priority,0.25,,,1600,0.8,AWSC,40,19.8814,46.4335,1594.35,6.675,20.9331,0.0191,212.6734,0.0,0.0
efficiency_fairness,signal_priority,0.25,,,1600,0.8,Signal,40,15.9738,37.4321,1596.825,0.0,17.821,0.0391,0.0,0.0,0.0
efficiency_fairness,signal_priority,0.5,,,1600,0.8,AWSC,40,19.8814,46.4335,1594.35,6.675,20.9331,0.0191,212.6734,0.0,0.0
efficiency_fairness,signal_priority,0.5,,,1600,0.8,Signal,40,13.2684,35.9495,1597.925,0.0,21.4464,0.1526,0.0,0.0,0.0
efficiency_fairness,signal_priority,0.75,,,1600,0.8,AWSC,40,19.8814,46.4335,1594.35,6.675,20.9331,0.0191,212.6734,0.0,0.0
efficiency_fairness,signal_priority,0.75,,,1600,0.8,Signal,40,11.6971,39.7113,1598.3,0.0,25.4176,0.2518,0.0,0.0,0.0
efficiency_fairness,signal_priority,1.0,,,1600,0.8,AWSC,40,19.8814,46.4335,1594.35,6.675,20.9331,0.0191,212.6734,0.0,0.0
efficiency_fairness,signal_priority,1.0,,,1600,0.8,Signal,40,10.9897,45.3198,1598.325,0.0,30.5811,0.332,0.0,0.0,0.0
efficiency_fairness,signal_priority,1.1,,,1600,0.8,AWSC,40,19.8814,46.4335,1594.35,6.675,20.9331,0.0191,212.6734,0.0,0.0
efficiency_fairness,signal_priority,1.1,,,1600,0.8,Signal,40,11.3743,49.874,1598.125,0.0,35.8629,0.3695,0.0,0.0,0.0
efficiency_fairness,signal_priority,1.2,,,1600,0.8,AWSC,40,19.8814,46.4335,1594.35,6.675,20.9331,0.0191,212.6734,0.0,0.0
efficiency_fairness,signal_priority,1.2,,,1600,0.8,Signal,40,11.7544,53.7993,1597.825,0.025,40.5895,0.3961,0.0,0.0,0.0
compliance_tradeoff,stop_compliance,0.6,,,1400,0.5,AWSC,40,7.5819,15.8241,1397.975,2.575,7.8367,0.014,394.2708,0.0,0.0
compliance_tradeoff,stop_compliance,0.6,,,1400,0.5,Signal,40,15.1331,38.558,1395.7,0.0,16.0624,0.0251,0.0,0.0,0.0
compliance_tradeoff,stop_compliance,0.7,,,1400,0.5,AWSC,40,8.5663,18.1612,1397.325,3.225,8.8871,0.0148,306.715,0.0,0.0
compliance_tradeoff,stop_compliance,0.7,,,1400,0.5,Signal,40,15.1331,38.558,1395.7,0.0,16.0624,0.0251,0.0,0.0,0.0
compliance_tradeoff,stop_compliance,0.8,,,1400,0.5,AWSC,40,9.9627,21.7083,1396.65,3.9,10.3163,0.0142,208.627,0.0,0.0
compliance_tradeoff,stop_compliance,0.8,,,1400,0.5,Signal,40,15.1331,38.558,1395.7,0.0,16.0624,0.0251,0.0,0.0,0.0
compliance_tradeoff,stop_compliance,0.9,,,1400,0.5,AWSC,40,11.8905,26.3785,1396.3,4.25,12.2987,0.0139,109.4684,0.0,0.0
compliance_tradeoff,stop_compliance,0.9,,,1400,0.5,Signal,40,15.1331,38.558,1395.7,0.0,16.0624,0.0251,0.0,0.0,0.0
compliance_tradeoff,stop_compliance,1.0,,,1400,0.5,AWSC,40,15.3503,33.9628,1395.175,5.375,15.8553,0.013,0.0,0.0,0.0
compliance_tradeoff,stop_compliance,1.0,,,1400,0.5,Signal,40,15.1331,38.558,1395.7,0.0,16.0624,0.0251,0.0,0.0,0.0
